,lat,lng,category
0,1.322125924039251,103.7700694209145,general
1,1.32212393765997,103.7702659092047,general
2,1.364404396650774,103.8518109137878,general
3,1.340578944565515,103.8479347790271,general
4,1.396391849247424,103.9082918155795,general
5,1.32225838912828,103.7701465528934,general
6,1.308438229886272,103.8848965629746,general
7,1.395726576525603,103.9144539842109,general
8,1.349193080292639,103.9340923776411,general
9,1.349111575563628,103.9342854643293,general
10,1.380035995505775,103.7650617807668,general
11,1.339016127825086,103.847449361921,general
12,1.375252424296968,103.7380285186339,general
13,1.287263943739303,103.8380302814464,general
14,1.321669871297299,103.7703515670615,general
15,1.398467272775388,103.9155344582911,general
16,1.399642475853646,103.9066022874784,general
17,1.355216290873248,103.8716276507609,general
18,1.398280569537995,103.9056544550357,general
19,1.306592454478566,103.8002700301666,general
20,1.278147262496739,103.8269589745804,general
21,1.402955626718994,103.7520527803566,general
22,1.403725493498847,103.7505312474097,general
23,1.343384805129303,103.6998258779209,general
24,1.342037797119991,103.7025097973123,general
25,1.322906237140188,103.866028952054,general
26,1.400896450715345,103.7514862177763,general
27,1.286634763882424,103.8095447694577,general
28,1.338389106123694,103.9230958317121,general
29,1.388928503375658,103.7723877473811,general
30,1.314005839750331,103.856831282047,general
31,1.314307083417871,103.8566595440976,general
32,1.386998860012485,103.9025156759481,general
33,1.325720357351563,103.9325066184802,general
34,1.337551236592142,103.8457527853257,general
35,1.303785355466229,103.799252644763,general
36,1.389438179619377,103.877923817582,general
37,1.386760818773219,103.9056464579501,general
38,1.338785339086266,103.8468730563703,general
39,1.384147883663004,103.7616611552334,general
40,1.388540740751383,103.8750528881845,general
41,1.365458773491499,103.894248964201,general
42,1.288637918835268,103.8163371382676,general
43,1.281122268572689,103.8100313106158,general
44,1.368004630443922,103.8947225590228,general
45,1.43565919435195,103.7947078514008,general
46,1.287082787673443,103.841580116173,general
47,1.392008417515607,103.906514323929,general
48,1.395908521299488,103.9088822567888,general
49,1.378029661272616,103.8799542944806,general
50,1.298445028666758,103.8015779712032,general
51,1.325545274104337,103.9314998603854,general
52,1.344138300897599,103.7051663612011,general
53,1.32416997599278,103.9264051822969,general
54,1.369799401826644,103.8730357885893,general
55,1.389271882648324,103.8740303621323,general
56,1.348988001722271,103.7248252992931,general
57,1.334661105684933,103.8453629433611,general
58,1.323388192617574,103.9246665283488,general
59,1.38862083291249,103.873024000256,general
60,1.333984840888944,103.8451756385307,general
61,1.322093898424213,103.9362221375298,general
62,1.301730146486215,103.9067407590868,general
63,1.342324270322659,103.7050072213601,general
64,1.344402943808998,103.7024948668806,general
65,1.343196310350207,103.7044043843663,general
66,1.336746933604308,103.7031786591393,general
67,1.344539886357526,103.7058148588857,general
68,1.303348242942952,103.863134280688,general
69,1.343984610421087,103.7006476767427,general
70,1.362586002488933,103.7521099230334,general
71,1.391765415604372,103.9081589196696,general
72,1.341997277955153,103.6926461695662,general
73,1.342017834329976,103.6914831206718,general
74,1.338523046919455,103.9223547214387,general
75,1.388325488637294,103.9075621826283,general
76,1.350569240301678,103.7483004376208,general
77,1.36442823344323,103.7523278896938,general
78,1.344676985662028,103.7197704985914,general
79,1.304607709511159,103.8647255494965,general
80,1.338958928744427,103.6970324076912,general
81,1.377828760012007,103.9423643469268,general
82,1.436062653693066,103.8361631161131,general
83,1.357298221972919,103.9550063967201,general
84,1.387576738452781,103.9086334364927,general
85,1.341643456867168,103.6989541694249,general
86,1.307946919292512,103.7996441209774,general
87,1.3048764952116,103.8607725685898,general
88,1.33040252889451,103.8585824564079,general
89,1.339741259190252,103.8472641918784,general
90,1.339598836990539,103.8476054180309,general
91,1.332865425681746,103.7218892867093,general
92,1.38288992638036,103.9024413129747,general
93,1.435809784379068,103.7921297852078,general
94,1.367521891813304,103.8468877725319,general
95,1.282813768122099,103.842712343349,general
96,1.347750034866549,103.730842897214,general
97,1.27416897203294,103.839637569531,general
98,1.313076175541891,103.7875812472482,general
99,1.288411052967536,103.8169440556257,general
100,1.333543283161089,103.9304244784133,general
101,1.367758376134147,103.8955474274856,general
102,1.276996608182049,103.8083746893369,general
103,1.362197106158537,103.8907948515767,general
104,1.283290082260342,103.8236096240012,general
105,1.369731146187661,103.8468737250056,general
106,1.292938649965185,103.8116999620401,general
107,1.326131520160745,103.9421040760924,general
108,1.348532864733796,103.7154681519341,general
109,1.295470811619585,103.8046376524052,general
110,1.44952704885164,103.8172270407855,general
111,1.430618284967383,103.8287629852062,general
112,1.300426935722449,103.7973597691523,general
113,1.433230894613033,103.79332767821,general
114,1.286612529483428,103.8328180447288,general
115,1.298640490837767,103.8019397119553,general
116,1.34537849588587,103.7041551632812,general
117,1.303333810198609,103.8506407937935,general
118,1.299966376900539,103.7977201361751,general
119,1.2806611944125,103.8242583874958,general
120,1.429955017274792,103.827920411573,general
121,1.349989599519876,103.7238364806494,general
122,1.349410200808284,103.7246646942243,general
123,1.336153506563491,103.6955011778935,general
124,1.362464991718747,103.8554646939889,general
125,1.349205304299557,103.7246143632274,general
126,1.336898744229316,103.6948790375394,general
127,1.349504044333936,103.7246157112846,general
128,1.3127989212611,103.7718401113487,general
129,1.300792764111172,103.7980770563673,general
130,1.332059356710079,103.7229181888385,general
131,1.340727866841714,103.6984408431178,general
132,1.321917182892154,103.8701753265367,general
133,1.332373466053322,103.7224512533735,general
134,1.308327009596674,103.862005875543,general
135,1.307754134372974,103.8612908120073,general
136,1.38031908067471,103.878911450461,general
137,1.318917402122182,103.8619186193008,general
138,1.306453971883077,103.8854749369186,general
139,1.393926878371426,103.9113701654522,general
140,1.306170824849338,103.8848889006365,general
141,1.338119984029283,103.7027526585175,general
142,1.303992320332751,103.8644192579905,general
143,1.320314000598024,103.9011038983477,general
144,1.345319333293632,103.7155166380416,general
145,1.321885578637844,103.8703185706352,general
146,1.348235666848665,103.7132440377621,general
147,1.429850828046249,103.7743419089965,general
148,1.305775349583236,103.8847296107997,general
149,1.285323802556297,103.8457767381529,general
150,1.385016535355483,103.743339419102,general
151,1.444471853888977,103.7716733255439,general
152,1.387207392674418,103.7734795913937,general
153,1.346056463967254,103.7153893046231,general
154,1.306290762151227,103.8856908786271,general
