,lat,lng,category
0,1.27772675967445,103.800739285174,ewaste
1,1.28525426592061,103.815828543116,ewaste
2,1.37645074924612,103.77055880601,ewaste
3,1.37343368369214,103.845765158161,ewaste
4,1.37842943699246,103.942476405496,ewaste
5,1.40653610720599,103.901988174009,ewaste
6,1.28245764446031,103.848987435347,ewaste
7,1.3987520243871,103.910880675524,ewaste
8,1.32496142341112,103.932360135904,ewaste
9,1.35043817177432,103.87170454945,ewaste
10,1.33489843717476,103.7467344968,ewaste
11,1.38949149935928,103.909660431254,ewaste
12,1.38681828916719,103.8975474119,ewaste
13,1.39209415018227,103.894980032554,ewaste
14,1.40328429076968,103.907288602075,ewaste
15,1.39877826808137,103.902910898023,ewaste
16,1.40479713290427,103.896616090591,ewaste
17,1.32698498848449,103.931620621577,ewaste
18,1.39579971735497,103.907555604233,ewaste
19,1.40451590068484,103.89566486383,ewaste
20,1.31784643130184,103.900750126977,ewaste
21,1.30138509490103,103.837684358423,ewaste
22,1.44432926679854,103.790059163939,ewaste
23,1.27192261730767,103.838320878461,ewaste
24,1.31885610260134,103.894067163693,ewaste
25,1.31885610260134,103.894067163693,ewaste
26,1.35227803231671,103.943727696927,ewaste
27,1.3768019168526,103.875708629661,ewaste
28,1.37005486240283,103.873927617452,ewaste
29,1.27616698002633,103.841584210034,ewaste
30,1.34021377744784,103.96246206052,ewaste
31,1.34159107979646,103.69702008582,ewaste
32,1.33253591154285,103.86703683934,ewaste
33,1.35349615471813,103.939683594446,ewaste
34,1.43177102177052,103.785006866148,ewaste
35,1.39209415018227,103.894980032554,ewaste
36,1.37300749906274,103.83761242449,ewaste
37,1.33402528745454,103.742586017746,ewaste
38,1.32463959408329,103.856979169641,ewaste
39,1.30467628324463,103.830642033306,ewaste
40,1.37244981614241,103.949715702336,ewaste
41,1.39418409117746,103.912976441683,ewaste
42,1.35206195845703,103.860698339413,ewaste
43,1.35018915982967,103.749021980031,ewaste
44,1.30197836640111,103.839759027803,ewaste
45,1.37362335947781,103.933805897843,ewaste
46,1.35043817177432,103.87170454945,ewaste
47,1.44822653184262,103.819462104528,ewaste
48,1.32415431819916,103.869693090627,ewaste
49,1.31881518814763,103.768153686645,ewaste
50,1.4151749664221,103.834693130803,ewaste
51,1.3692489128202,103.848399227484,ewaste
52,1.27679992161406,103.845618296664,ewaste
53,1.28298070814926,103.851838948436,ewaste
54,1.35267231590699,103.944387987324,ewaste
55,1.34400340900883,103.707710354808,ewaste
56,1.32365172013797,103.922102960991,ewaste
57,1.34068473973667,103.949294393687,ewaste
58,1.26581279998504,103.818868957208,ewaste
59,1.27306802555823,103.844968724915,ewaste
60,1.33735130408154,103.848494463856,ewaste
61,1.30074770847155,103.845047580881,ewaste
62,1.29986251303555,103.788101018519,ewaste
63,1.33489843717476,103.7467344968,ewaste
64,1.29376027875418,103.852768332387,ewaste
65,1.35267231590699,103.944387987324,ewaste
66,1.27482748253668,103.799064831461,ewaste
67,1.28322850908551,103.779088060198,ewaste
68,1.27735927952776,103.796444654455,ewaste
69,1.34270618643901,103.953024503826,ewaste
70,1.40440162125556,103.905663785857,ewaste
71,1.41090728243885,103.901186083679,ewaste
72,1.35313871558187,103.887727364285,ewaste
73,1.38814105023846,103.905022045791,ewaste
74,1.39454067766739,103.905458978888,ewaste
75,1.38831310758384,103.893923648496,ewaste
76,1.38034090667762,103.848083335838,ewaste
77,1.43600784517148,103.785688739235,ewaste
78,1.33089001822919,103.947576316653,ewaste
79,1.350092212218,103.701211185996,ewaste
80,1.36783749214661,103.844671565605,ewaste
81,1.43080204992238,103.833011169563,ewaste
82,1.34762671975306,103.764888536618,ewaste
83,1.38356212841512,103.877066496517,ewaste
